Coordinate system:,Beamdyn coordinates
section in r/R,Mass per unit length [kg/m]
0.0,0.09291698861135991
0.125,0.09291698861135991
0.25,0.09291698861135991
0.375,0.09291698861135991
0.5,0.09291698861135991
0.625,0.09291698861135991
0.75,0.09291698861135991
0.875,0.09291698861135991
1.0,0.09291698861135991
