eta,X,Y,Z,x1_x,x1_y,x1_z,x2_x,x2_y,x2_z,x3_x,x3_y,x3_z,SC_X,SC_Y,SC_global_X,SC_global_Y,SC_global_Z,CG_X,CG_Y,CG_global_X,CG_global_Y,CG_global_Z,NA_X,NA_Y
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0001807503781678685,1.2047676506736916e-07,0.0,-0.0001807503781678685,1.2047676506736916e-07,-1.6222326618474744e-05,-2.8684089322069838e-08,0.0,1.6222326618474744e-05,-2.8684089322069838e-08,-2.2021264928917262e-05,-4.1351908547151754e-08
0.5,0.1525,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0001807503781678685,1.2047676506736916e-07,0.1525,-0.0001807503781678685,1.2047676506736916e-07,-1.6222326618474744e-05,-2.8684089322069838e-08,0.1525,1.6222326618474744e-05,-2.8684089322069838e-08,-2.2021264928917262e-05,-4.1351908547151754e-08
1.0,0.305,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0001807503781678685,1.2047676506736916e-07,0.305,-0.0001807503781678685,1.2047676506736916e-07,-1.6222326618474744e-05,-2.8684089322069838e-08,0.305,1.6222326618474744e-05,-2.8684089322069838e-08,-2.2021264928917262e-05,-4.1351908547151754e-08
