eta,X,Y,Z,x1_x,x1_y,x1_z,x2_x,x2_y,x2_z,x3_x,x3_y,x3_z,SC_X,SC_Y,CG_X,CG_Y,NA_X,NA_Y
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0668858582095457,4.2225806680202325e-07,0.012587697129269089,-2.0552044444171407e-08,0.01258769712926993,-2.0552044515683133e-08
0.5,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0668858582095457,4.2225806680202325e-07,0.012587697129269089,-2.0552044444171407e-08,0.01258769712926993,-2.0552044515683133e-08
1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0668858582095457,4.2225806680202325e-07,0.012587697129269089,-2.0552044444171407e-08,0.01258769712926993,-2.0552044515683133e-08
