eta,X,Y,Z,x1_x,x1_y,x1_z,x2_x,x2_y,x2_z,x3_x,x3_y,x3_z,SC_X,SC_Y,SC_global_X,SC_global_Y,SC_global_Z,CG_X,CG_Y,CG_global_X,CG_global_Y,CG_global_Z,NA_X,NA_Y
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.09135489659493817,0.04309700136343038,0.0,-0.09135489659493817,0.04309700136343038,0.07985349253805037,0.04000101395778412,0.0,-0.07985349253805037,0.04000101395778412,0.07985349253804863,0.04000101395778316
0.33,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0870067255764365,0.04233802949390027,1.0,-0.0870067255764365,0.04233802949390027,0.07596362516253931,0.03933040237347529,1.0,-0.07596362516253931,0.03933040237347529,0.07596362516253571,0.03933040237347439
0.66,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.08262135929499044,0.040376162894849126,2.0,-0.08262135929499044,0.040376162894849126,0.07214814360553894,0.03751285121310532,2.0,-0.07214814360553894,0.03751285121310532,0.07214814360553863,0.037512851213104804
1.0,3.0,0.0,-0.10000000000000002,0.9950371902099893,0.0,-0.09950371902099894,0.0,1.0,0.0,0.09950371902099894,-0.0,0.9950371902099893,0.08262420043677118,0.0401770260985639,3.003997763516011,-0.08262420043677118,-0.06002236483989159,0.07214825670265064,0.03732669698088751,3.003714145168368,-0.07214825670265064,-0.06285854831631801,0.0721482567026508,0.037326696980887274
