eta,X,Y,Z,x1_x,x1_y,x1_z,x2_x,x2_y,x2_z,x3_x,x3_y,x3_z,SC_X,SC_Y,SC_global_X,SC_global_Y,SC_global_Z,CG_X,CG_Y,CG_global_X,CG_global_Y,CG_global_Z,NA_X,NA_Y
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.00023332471335231375,-1.0500704652998116e-05,0.0,0.00023332471335231375,-1.0500704652998116e-05,-3.1342189846768506e-05,3.207567670690548e-06,0.0,3.1342189846768506e-05,3.207567670690548e-06,-3.356298752301869e-05,2.705475675112669e-06
0.5,0.1525,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.00023332471335231375,-1.0500704652998116e-05,0.1525,0.00023332471335231375,-1.0500704652998116e-05,-3.1342189846768506e-05,3.207567670690548e-06,0.1525,3.1342189846768506e-05,3.207567670690548e-06,-3.356298752301869e-05,2.705475675112669e-06
1.0,0.305,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.00023332471335231375,-1.0500704652998116e-05,0.305,0.00023332471335231375,-1.0500704652998116e-05,-3.1342189846768506e-05,3.207567670690548e-06,0.305,3.1342189846768506e-05,3.207567670690548e-06,-3.356298752301869e-05,2.705475675112669e-06
