eta,X,Y,Z,x1_x,x1_y,x1_z,x2_x,x2_y,x2_z,x3_x,x3_y,x3_z,SC_X,SC_Y,SC_global_X,SC_global_Y,SC_global_Z,CG_X,CG_Y,CG_global_X,CG_global_Y,CG_global_Z,NA_X,NA_Y
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-9.590458077887597e-05,0.000112740320935622,0.0,-9.590458077887597e-05,0.000112740320935622,-5.681262902830327e-07,1.0247265135940717e-06,0.0,5.681262902830327e-07,1.0247265135940717e-06,-5.681262904374854e-07,1.0247265135096077e-06
1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-9.590458077887597e-05,0.000112740320935622,2.0,-9.590458077887597e-05,0.000112740320935622,-5.681262902830327e-07,1.0247265135940717e-06,2.0,5.681262902830327e-07,1.0247265135940717e-06,-5.681262904374854e-07,1.0247265135096077e-06
