omega_rad_s,influenced_mode,radiating_mode,value
1.000000000000e+00,mode_1,mode_1,2.464932733298e-01
1.000000000000e+00,mode_1,mode_2,-3.389151410091e-02
1.000000000000e+00,mode_2,mode_1,-3.246270460083e-02
1.000000000000e+00,mode_2,mode_2,7.958688914774e-02
3.016949152542e+00,mode_1,mode_1,2.469520715859e-01
3.016949152542e+00,mode_1,mode_2,-3.306239412475e-02
3.016949152542e+00,mode_2,mode_1,-3.229286771635e-02
3.016949152542e+00,mode_2,mode_2,7.961465256710e-02
5.033898305085e+00,mode_1,mode_1,2.475010809874e-01
5.033898305085e+00,mode_1,mode_2,-3.186791289460e-02
5.033898305085e+00,mode_2,mode_1,-3.174227860150e-02
5.033898305085e+00,mode_2,mode_2,7.995192093307e-02
7.050847457627e+00,mode_1,mode_1,2.465838618628e-01
7.050847457627e+00,mode_1,mode_2,-3.093963038235e-02
7.050847457627e+00,mode_2,mode_1,-3.133561033017e-02
7.050847457627e+00,mode_2,mode_2,7.954187982167e-02
9.067796610169e+00,mode_1,mode_1,2.440663887281e-01
9.067796610169e+00,mode_1,mode_2,-3.152774587936e-02
9.067796610169e+00,mode_2,mode_1,-3.225777067483e-02
9.067796610169e+00,mode_2,mode_2,7.769015409199e-02
1.108474576271e+01,mode_1,mode_1,2.409470245896e-01
1.108474576271e+01,mode_1,mode_2,-3.372433088617e-02
1.108474576271e+01,mode_2,mode_1,-3.438468627723e-02
1.108474576271e+01,mode_2,mode_2,7.475771575481e-02
1.310169491525e+01,mode_1,mode_1,2.408573138890e-01
1.310169491525e+01,mode_1,mode_2,-3.505381012520e-02
1.310169491525e+01,mode_2,mode_1,-3.511696693639e-02
1.310169491525e+01,mode_2,mode_2,7.432731988795e-02
1.511864406780e+01,mode_1,mode_1,2.423577997795e-01
1.511864406780e+01,mode_1,mode_2,-3.396115877367e-02
1.511864406780e+01,mode_2,mode_1,-3.407319976880e-02
1.511864406780e+01,mode_2,mode_2,7.574686688357e-02
1.713559322034e+01,mode_1,mode_1,2.429682793958e-01
1.713559322034e+01,mode_1,mode_2,-3.366542103775e-02
1.713559322034e+01,mode_2,mode_1,-3.378413634550e-02
1.713559322034e+01,mode_2,mode_2,7.624983954087e-02
1.915254237288e+01,mode_1,mode_1,2.431468545025e-01
1.915254237288e+01,mode_1,mode_2,-3.355129829699e-02
1.915254237288e+01,mode_2,mode_1,-3.366196418723e-02
1.915254237288e+01,mode_2,mode_2,7.643369006700e-02
2.116949152542e+01,mode_1,mode_1,2.432363256106e-01
2.116949152542e+01,mode_1,mode_2,-3.346192691707e-02
2.116949152542e+01,mode_2,mode_1,-3.357041156317e-02
2.116949152542e+01,mode_2,mode_2,7.655968426248e-02
2.318644067797e+01,mode_1,mode_1,2.433316760535e-01
2.318644067797e+01,mode_1,mode_2,-3.341589145005e-02
2.318644067797e+01,mode_2,mode_1,-3.351896895858e-02
2.318644067797e+01,mode_2,mode_2,7.663292612923e-02
2.520338983051e+01,mode_1,mode_1,2.434414069725e-01
2.520338983051e+01,mode_1,mode_2,-3.342357884043e-02
2.520338983051e+01,mode_2,mode_1,-3.352283286612e-02
2.520338983051e+01,mode_2,mode_2,7.670142339764e-02
2.722033898305e+01,mode_1,mode_1,2.435158604220e-01
2.722033898305e+01,mode_1,mode_2,-3.347043280545e-02
2.722033898305e+01,mode_2,mode_1,-3.350649305139e-02
2.722033898305e+01,mode_2,mode_2,7.671270066838e-02
2.923728813559e+01,mode_1,mode_1,2.434826739794e-01
2.923728813559e+01,mode_1,mode_2,-3.338125918811e-02
2.923728813559e+01,mode_2,mode_1,-3.342908904839e-02
2.923728813559e+01,mode_2,mode_2,7.678491171640e-02
3.125423728814e+01,mode_1,mode_1,2.435013838861e-01
3.125423728814e+01,mode_1,mode_2,-3.336130148603e-02
3.125423728814e+01,mode_2,mode_1,-3.341368115159e-02
3.125423728814e+01,mode_2,mode_2,7.681447995088e-02
3.327118644068e+01,mode_1,mode_1,2.435573092648e-01
3.327118644068e+01,mode_1,mode_2,-3.336901095851e-02
3.327118644068e+01,mode_2,mode_1,-3.341600084003e-02
3.327118644068e+01,mode_2,mode_2,7.683700104079e-02
3.528813559322e+01,mode_1,mode_1,2.436137434383e-01
3.528813559322e+01,mode_1,mode_2,-3.337712673531e-02
3.528813559322e+01,mode_2,mode_1,-3.340839743965e-02
3.528813559322e+01,mode_2,mode_2,7.685101644212e-02
3.730508474576e+01,mode_1,mode_1,2.435844959062e-01
3.730508474576e+01,mode_1,mode_2,-3.335383831445e-02
3.730508474576e+01,mode_2,mode_1,-3.340571810384e-02
3.730508474576e+01,mode_2,mode_2,7.687468388472e-02
3.932203389831e+01,mode_1,mode_1,2.436141322427e-01
3.932203389831e+01,mode_1,mode_2,-3.334960147153e-02
3.932203389831e+01,mode_2,mode_1,-3.339406230342e-02
3.932203389831e+01,mode_2,mode_2,7.688271232824e-02
4.133898305085e+01,mode_1,mode_1,2.436311260556e-01
4.133898305085e+01,mode_1,mode_2,-3.335317473754e-02
4.133898305085e+01,mode_2,mode_1,-3.338707977222e-02
4.133898305085e+01,mode_2,mode_2,7.688763638730e-02
4.335593220339e+01,mode_1,mode_1,2.436227850207e-01
4.335593220339e+01,mode_1,mode_2,-3.334653234429e-02
4.335593220339e+01,mode_2,mode_1,-3.339175057960e-02
4.335593220339e+01,mode_2,mode_2,7.690566565828e-02
4.537288135593e+01,mode_1,mode_1,2.436214939733e-01
4.537288135593e+01,mode_1,mode_2,-3.333792554757e-02
4.537288135593e+01,mode_2,mode_1,-3.338504073563e-02
4.537288135593e+01,mode_2,mode_2,7.690941513357e-02
