omega_rad_s,influenced_mode,radiating_mode,value
1.000000000000e+00,mode_1,mode_1,1.639368985433e-03
1.000000000000e+00,mode_1,mode_2,-1.083870029618e-02
1.000000000000e+00,mode_2,mode_1,-6.705038794022e-04
1.000000000000e+00,mode_2,mode_2,5.017834431870e-03
3.016949152542e+00,mode_1,mode_1,8.449044590214e-03
3.016949152542e+00,mode_1,mode_2,-3.012057871967e-02
3.016949152542e+00,mode_2,mode_1,-9.372706472556e-04
3.016949152542e+00,mode_2,mode_2,1.679327393411e-02
5.033898305085e+00,mode_1,mode_1,2.675339858452e-02
5.033898305085e+00,mode_1,mode_2,-2.468573558868e-02
5.033898305085e+00,mode_2,mode_1,6.706697343861e-03
5.033898305085e+00,mode_2,mode_2,3.132129398414e-02
7.050847457627e+00,mode_1,mode_1,2.804715067347e-02
7.050847457627e+00,mode_1,mode_2,1.051510463769e-02
7.050847457627e+00,mode_2,mode_1,1.402840899331e-02
7.050847457627e+00,mode_2,mode_2,2.402122986764e-02
9.067796610169e+00,mode_1,mode_1,6.911861577999e-03
9.067796610169e+00,mode_1,mode_2,6.085651371052e-03
9.067796610169e+00,mode_2,mode_1,4.513758609254e-03
9.067796610169e+00,mode_2,mode_2,5.990148817488e-03
1.108474576271e+01,mode_1,mode_1,4.456567857321e-04
1.108474576271e+01,mode_1,mode_2,3.591896540251e-04
1.108474576271e+01,mode_2,mode_1,2.809001236206e-04
1.108474576271e+01,mode_2,mode_2,3.575003289460e-04
1.310169491525e+01,mode_1,mode_1,3.477722327842e-06
1.310169491525e+01,mode_1,mode_2,9.899931176356e-06
1.310169491525e+01,mode_2,mode_1,6.577635203589e-06
1.310169491525e+01,mode_2,mode_2,7.446845280142e-06
1.511864406780e+01,mode_1,mode_1,-4.751853455135e-07
1.511864406780e+01,mode_1,mode_2,-5.499326639519e-07
1.511864406780e+01,mode_2,mode_1,-4.799041713520e-07
1.511864406780e+01,mode_2,mode_2,-6.064353300346e-07
1.713559322034e+01,mode_1,mode_1,-1.003299215910e-09
1.713559322034e+01,mode_1,mode_2,2.947164324726e-09
