omega_rad_s,influenced_mode,radiating_mode,value
1.000000000000e+00,mode_1,mode_1,-9.508263310683e-05
1.000000000000e+00,mode_1,mode_2,-8.590175845260e-05
1.000000000000e+00,mode_2,mode_1,4.381140461538e-05
1.000000000000e+00,mode_2,mode_2,4.003021933095e-05
3.016949152542e+00,mode_1,mode_1,-1.738486144499e-04
3.016949152542e+00,mode_1,mode_2,-3.819263233411e-04
3.016949152542e+00,mode_2,mode_1,1.258407121434e-04
3.016949152542e+00,mode_2,mode_2,2.181750551036e-04
5.033898305085e+00,mode_1,mode_1,1.021711615891e-03
5.033898305085e+00,mode_1,mode_2,-8.200981084126e-04
5.033898305085e+00,mode_2,mode_1,1.886545944619e-04
5.033898305085e+00,mode_2,mode_2,1.044217701933e-03
7.050847457627e+00,mode_1,mode_1,4.726894875120e-03
7.050847457627e+00,mode_1,mode_2,2.934248555997e-05
7.050847457627e+00,mode_2,mode_1,1.053843818544e-03
7.050847457627e+00,mode_2,mode_2,3.443305030990e-03
9.067796610169e+00,mode_1,mode_1,1.150174679635e-02
9.067796610169e+00,mode_1,mode_2,2.102568181582e-03
9.067796610169e+00,mode_2,mode_1,2.841016945011e-03
9.067796610169e+00,mode_2,mode_2,7.730569029305e-03
1.108474576271e+01,mode_1,mode_1,1.991688757941e-02
1.108474576271e+01,mode_1,mode_2,5.738701602795e-03
1.108474576271e+01,mode_2,mode_1,6.079403137041e-03
1.108474576271e+01,mode_2,mode_2,1.390010650557e-02
1.310169491525e+01,mode_1,mode_1,2.919590046309e-02
1.310169491525e+01,mode_1,mode_2,1.078502749384e-02
1.310169491525e+01,mode_2,mode_1,1.068533044116e-02
1.310169491525e+01,mode_2,mode_2,2.134764159666e-02
1.511864406780e+01,mode_1,mode_1,4.044096382923e-02
1.511864406780e+01,mode_1,mode_2,1.637692086754e-02
1.511864406780e+01,mode_2,mode_1,1.630375703566e-02
1.511864406780e+01,mode_2,mode_2,3.052309202399e-02
1.713559322034e+01,mode_1,mode_1,5.013531546746e-02
1.713559322034e+01,mode_1,mode_2,2.170690127835e-02
1.713559322034e+01,mode_2,mode_1,2.260718363206e-02
1.713559322034e+01,mode_2,mode_2,4.028147893813e-02
1.915254237288e+01,mode_1,mode_1,3.452341102720e-02
1.915254237288e+01,mode_1,mode_2,-4.293936195925e-04
1.915254237288e+01,mode_2,mode_1,2.064478992372e-03
1.915254237288e+01,mode_2,mode_2,2.219095639560e-02
2.116949152542e+01,mode_1,mode_1,-3.012697959712e-03
2.116949152542e+01,mode_1,mode_2,-3.884455621055e-03
2.116949152542e+01,mode_2,mode_1,-3.037520449399e-03
2.116949152542e+01,mode_2,mode_2,-4.248414448358e-03
2.318644067797e+01,mode_1,mode_1,-2.070029213402e-03
2.318644067797e+01,mode_1,mode_2,-2.021171072788e-04
2.318644067797e+01,mode_2,mode_1,2.400192176496e-04
2.318644067797e+01,mode_2,mode_2,-1.290215063331e-03
2.520338983051e+01,mode_1,mode_1,-2.475873286646e-03
2.520338983051e+01,mode_1,mode_2,8.464266429716e-04
2.520338983051e+01,mode_2,mode_1,8.552025244959e-04
2.520338983051e+01,mode_2,mode_2,-7.040609250359e-04
2.722033898305e+01,mode_1,mode_1,-1.619091975675e-03
2.722033898305e+01,mode_1,mode_2,3.966838291605e-04
2.722033898305e+01,mode_2,mode_1,5.879872848248e-04
2.722033898305e+01,mode_2,mode_2,-4.545256128526e-04
2.923728813559e+01,mode_1,mode_1,-9.149086503856e-04
2.923728813559e+01,mode_1,mode_2,2.068414220392e-04
