omega_rad_s,influenced_mode,radiating_mode,value
1.000000000000e+00,mode_1,mode_1,2.656256882815e-01
1.000000000000e+00,mode_1,mode_2,-1.631735220993e-02
1.000000000000e+00,mode_2,mode_1,-1.376348369035e-02
1.000000000000e+00,mode_2,mode_2,1.025380093593e-01
3.016949152542e+00,mode_1,mode_1,2.661047610776e-01
3.016949152542e+00,mode_1,mode_2,-1.481850702167e-02
3.016949152542e+00,mode_2,mode_1,-1.347695487320e-02
3.016949152542e+00,mode_2,mode_2,1.023973938498e-01
5.033898305085e+00,mode_1,mode_1,2.666220815534e-01
5.033898305085e+00,mode_1,mode_2,-1.295801310784e-02
5.033898305085e+00,mode_2,mode_1,-1.275129166363e-02
5.033898305085e+00,mode_2,mode_2,1.025941908581e-01
7.050847457627e+00,mode_1,mode_1,2.646270308308e-01
7.050847457627e+00,mode_1,mode_2,-1.184587263306e-02
7.050847457627e+00,mode_2,mode_1,-1.260701382535e-02
7.050847457627e+00,mode_2,mode_2,1.013090766748e-01
9.067796610169e+00,mode_1,mode_1,2.609378017620e-01
9.067796610169e+00,mode_1,mode_2,-1.340286769018e-02
9.067796610169e+00,mode_2,mode_1,-1.463198101608e-02
9.067796610169e+00,mode_2,mode_2,9.816712859277e-02
1.108474576271e+01,mode_1,mode_1,2.591014385340e-01
1.108474576271e+01,mode_1,mode_2,-1.618149893381e-02
1.108474576271e+01,mode_2,mode_1,-1.641466724369e-02
1.108474576271e+01,mode_2,mode_2,9.630619130678e-02
1.310169491525e+01,mode_1,mode_1,2.603673397604e-01
1.310169491525e+01,mode_1,mode_2,-1.590357986257e-02
1.310169491525e+01,mode_2,mode_1,-1.586136881854e-02
1.310169491525e+01,mode_2,mode_2,9.740396264333e-02
1.511864406780e+01,mode_1,mode_1,2.613844030039e-01
1.511864406780e+01,mode_1,mode_2,-1.522275981651e-02
1.511864406780e+01,mode_2,mode_1,-1.524377959045e-02
1.511864406780e+01,mode_2,mode_2,9.828410553814e-02
1.713559322034e+01,mode_1,mode_1,2.617152711795e-01
1.713559322034e+01,mode_1,mode_2,-1.503734568595e-02
1.713559322034e+01,mode_2,mode_1,-1.505518392792e-02
1.713559322034e+01,mode_2,mode_2,9.859652648465e-02
1.915254237288e+01,mode_1,mode_1,2.618611797276e-01
1.915254237288e+01,mode_1,mode_2,-1.494685855102e-02
1.915254237288e+01,mode_2,mode_1,-1.494380186875e-02
1.915254237288e+01,mode_2,mode_2,9.876176165875e-02
2.116949152542e+01,mode_1,mode_1,2.619766728621e-01
2.116949152542e+01,mode_1,mode_2,-1.490982653378e-02
2.116949152542e+01,mode_2,mode_1,-1.488700050392e-02
2.116949152542e+01,mode_2,mode_2,9.885793016941e-02
2.318644067797e+01,mode_1,mode_1,2.619423157281e-01
2.318644067797e+01,mode_1,mode_2,-1.486088298319e-02
2.318644067797e+01,mode_2,mode_1,-1.483179391698e-02
2.318644067797e+01,mode_2,mode_2,9.892737448673e-02
2.520338983051e+01,mode_1,mode_1,2.622072580893e-01
2.520338983051e+01,mode_1,mode_2,-1.492092602659e-02
2.520338983051e+01,mode_2,mode_1,-1.484692117749e-02
2.520338983051e+01,mode_2,mode_2,9.902283374382e-02
2.722033898305e+01,mode_1,mode_1,2.622625769021e-01
2.722033898305e+01,mode_1,mode_2,-1.490926312994e-02
2.722033898305e+01,mode_2,mode_1,-1.483429226755e-02
2.722033898305e+01,mode_2,mode_2,9.906291143166e-02
2.923728813559e+01,mode_1,mode_1,2.621812096463e-01
2.923728813559e+01,mode_1,mode_2,-1.484961040665e-02
2.923728813559e+01,mode_2,mode_1,-1.476152409975e-02
2.923728813559e+01,mode_2,mode_2,9.908018570821e-02
3.125423728814e+01,mode_1,mode_1,2.622116884600e-01
3.125423728814e+01,mode_1,mode_2,-1.484584944615e-02
3.125423728814e+01,mode_2,mode_1,-1.474396194408e-02
3.125423728814e+01,mode_2,mode_2,9.909963909090e-02
3.327118644068e+01,mode_1,mode_1,2.622500606066e-01
3.327118644068e+01,mode_1,mode_2,-1.484177829144e-02
3.327118644068e+01,mode_2,mode_1,-1.475741174213e-02
3.327118644068e+01,mode_2,mode_2,9.912260541957e-02
3.528813559322e+01,mode_1,mode_1,2.622927947589e-01
3.528813559322e+01,mode_1,mode_2,-1.484602930113e-02
3.528813559322e+01,mode_2,mode_1,-1.473731800757e-02
3.528813559322e+01,mode_2,mode_2,9.913368732454e-02
3.730508474576e+01,mode_1,mode_1,2.622846916878e-01
3.730508474576e+01,mode_1,mode_2,-1.483102697342e-02
3.730508474576e+01,mode_2,mode_1,-1.474367046349e-02
3.730508474576e+01,mode_2,mode_2,9.916260297607e-02
3.932203389831e+01,mode_1,mode_1,2.623158002316e-01
3.932203389831e+01,mode_1,mode_2,-1.483817074642e-02
3.932203389831e+01,mode_2,mode_1,-1.471159514781e-02
3.932203389831e+01,mode_2,mode_2,9.915739993524e-02
4.133898305085e+01,mode_1,mode_1,2.623188872161e-01
