omega_rad_s,influenced_mode,radiating_mode,value
1.000000000000e+00,mode_1,mode_1,-2.274516020660e-05
1.000000000000e+00,mode_1,mode_2,-2.304734317395e-04
1.000000000000e+00,mode_2,mode_1,1.185885385522e-05
1.000000000000e+00,mode_2,mode_2,1.068408142819e-04
3.016949152542e+00,mode_1,mode_1,2.189064347286e-04
3.016949152542e+00,mode_1,mode_2,-9.283410795748e-04
3.016949152542e+00,mode_2,mode_1,-5.221790500857e-06
3.016949152542e+00,mode_2,mode_2,5.206138866025e-04
5.033898305085e+00,mode_1,mode_1,3.232573624358e-03
5.033898305085e+00,mode_1,mode_2,-1.901548996007e-03
5.033898305085e+00,mode_2,mode_1,-1.086076556787e-04
5.033898305085e+00,mode_2,mode_2,2.255598647226e-03
7.050847457627e+00,mode_1,mode_1,1.086593405622e-02
7.050847457627e+00,mode_1,mode_2,-2.091843900294e-04
7.050847457627e+00,mode_2,mode_1,1.679320330260e-03
7.050847457627e+00,mode_2,mode_2,7.062445808892e-03
9.067796610169e+00,mode_1,mode_1,2.209474321331e-02
9.067796610169e+00,mode_1,mode_2,4.707043581609e-03
9.067796610169e+00,mode_2,mode_1,6.226407622160e-03
9.067796610169e+00,mode_2,mode_2,1.523151059251e-02
1.108474576271e+01,mode_1,mode_1,3.548564054811e-02
1.108474576271e+01,mode_1,mode_2,1.266165298601e-02
1.108474576271e+01,mode_2,mode_1,1.375572087365e-02
1.108474576271e+01,mode_2,mode_2,2.678509200433e-02
1.310169491525e+01,mode_1,mode_1,4.817888086392e-02
1.310169491525e+01,mode_1,mode_2,2.309688415376e-02
1.310169491525e+01,mode_2,mode_1,2.367823737211e-02
1.310169491525e+01,mode_2,mode_2,3.987674104652e-02
1.511864406780e+01,mode_1,mode_1,4.559031921933e-02
1.511864406780e+01,mode_1,mode_2,2.301403849265e-02
1.511864406780e+01,mode_2,mode_1,2.388820862699e-02
1.511864406780e+01,mode_2,mode_2,3.983651503484e-02
1.713559322034e+01,mode_1,mode_1,-6.647772197009e-03
1.713559322034e+01,mode_1,mode_2,-3.936984827670e-03
1.713559322034e+01,mode_2,mode_1,-5.871949544129e-03
1.713559322034e+01,mode_2,mode_2,-5.618075520517e-03
1.915254237288e+01,mode_1,mode_1,-2.701206083593e-03
1.915254237288e+01,mode_1,mode_2,3.643410341625e-04
1.915254237288e+01,mode_2,mode_1,4.589368998534e-04
1.915254237288e+01,mode_2,mode_2,-1.145501617940e-03
2.116949152542e+01,mode_1,mode_1,-1.391754758613e-03
2.116949152542e+01,mode_1,mode_2,-9.582882370824e-05
2.116949152542e+01,mode_2,mode_1,-1.498648531403e-04
2.116949152542e+01,mode_2,mode_2,-8.113945883476e-04
2.318644067797e+01,mode_1,mode_1,-7.136112198591e-04
2.318644067797e+01,mode_1,mode_2,2.806515973336e-04
2.318644067797e+01,mode_2,mode_1,3.767517999764e-04
2.318644067797e+01,mode_2,mode_2,-1.596598924961e-04
2.520338983051e+01,mode_1,mode_1,-3.633840793125e-04
2.520338983051e+01,mode_1,mode_2,8.627131736402e-05
2.520338983051e+01,mode_2,mode_1,1.279147316855e-04
2.520338983051e+01,mode_2,mode_2,-1.370348742902e-04
2.722033898305e+01,mode_1,mode_1,-1.852476133953e-04
2.722033898305e+01,mode_1,mode_2,6.757422351084e-05
2.722033898305e+01,mode_2,mode_1,5.365069031017e-05
2.722033898305e+01,mode_2,mode_2,-3.600099248363e-05
2.923728813559e+01,mode_1,mode_1,-6.981230801568e-05
2.923728813559e+01,mode_1,mode_2,8.061655511512e-06
2.923728813559e+01,mode_2,mode_1,1.439227899267e-05
2.923728813559e+01,mode_2,mode_2,-3.365322701512e-05
3.125423728814e+01,mode_1,mode_1,-2.384528568038e-05
3.125423728814e+01,mode_1,mode_2,1.020369857061e-06
3.125423728814e+01,mode_2,mode_1,6.587806007124e-06
3.125423728814e+01,mode_2,mode_2,-1.270451065164e-05
3.327118644068e+01,mode_1,mode_1,-3.653423631766e-06
3.327118644068e+01,mode_1,mode_2,2.821567892153e-06
3.327118644068e+01,mode_2,mode_1,7.923516266390e-06
3.327118644068e+01,mode_2,mode_2,-3.303854198363e-06
3.528813559322e+01,mode_1,mode_1,-2.134202809047e-06
3.528813559322e+01,mode_1,mode_2,2.272755669323e-06
3.528813559322e+01,mode_2,mode_1,1.874341557884e-06
3.528813559322e+01,mode_2,mode_2,4.946543226422e-07
3.730508474576e+01,mode_1,mode_1,-1.987872819986e-06
3.730508474576e+01,mode_1,mode_2,1.227010219559e-06
3.730508474576e+01,mode_2,mode_1,1.375319675023e-06
3.730508474576e+01,mode_2,mode_2,7.773438808199e-08
3.932203389831e+01,mode_1,mode_1,-4.408060054612e-07
3.932203389831e+01,mode_1,mode_2,3.822332772019e-08
3.932203389831e+01,mode_2,mode_1,3.546269935440e-08
3.932203389831e+01,mode_2,mode_2,-1.423102928913e-07
4.133898305085e+01,mode_1,mode_1,-3.003118681497e-07
4.133898305085e+01,mode_1,mode_2,1.074541077375e-07
4.133898305085e+01,mode_2,mode_1,5.799234175681e-08
4.133898305085e+01,mode_2,mode_2,2.678648119911e-08
4.335593220339e+01,mode_1,mode_1,-4.008511607508e-08
4.335593220339e+01,mode_1,mode_2,4.136383712625e-08
4.335593220339e+01,mode_2,mode_1,5.160060258433e-08
4.335593220339e+01,mode_2,mode_2,2.865629300037e-09
4.537288135593e+01,mode_1,mode_1,-4.566159755979e-08
4.537288135593e+01,mode_1,mode_2,1.679247697664e-08
4.537288135593e+01,mode_2,mode_1,1.123458634152e-08
4.537288135593e+01,mode_2,mode_2,-2.878611522136e-09
4.738983050847e+01,mode_1,mode_1,-3.388556528331e-08
4.738983050847e+01,mode_1,mode_2,1.563651013068e-08
4.738983050847e+01,mode_2,mode_1,1.731734334877e-08
4.738983050847e+01,mode_2,mode_2,-6.680337217077e-09
4.940677966102e+01,mode_1,mode_1,-1.855740536757e-07
4.940677966102e+01,mode_1,mode_2,2.815529558035e-08
4.940677966102e+01,mode_2,mode_1,7.005214015794e-08
4.940677966102e+01,mode_2,mode_2,-1.083334330879e-07
5.142372881356e+01,mode_1,mode_1,-8.214820971417e-10
5.142372881356e+01,mode_1,mode_2,2.656156747303e-10
5.142372881356e+01,mode_2,mode_1,4.448170345685e-10
5.142372881356e+01,mode_2,mode_2,-4.516421033117e-10
5.344067796610e+01,mode_1,mode_1,-1.190873021736e-11
5.344067796610e+01,mode_1,mode_2,-4.319347574269e-11
5.344067796610e+01,mode_2,mode_1,-5.768753460397e-11
5.344067796610e+01,mode_2,mode_2,-2.100724533876e-11
5.545762711864e+01,mode_1,mode_1,-7.296926059930e-12
5.545762711864e+01,mode_1,mode_2,7.240018999390e-12
5.545762711864e+01,mode_2,mode_1,1.577364179295e-11
5.545762711864e+01,mode_2,mode_2,-1.094004324730e-11
5.747457627119e+01,mode_1,mode_1,3.345470721868e-12
5.747457627119e+01,mode_1,mode_2,-1.560585967399e-12
5.747457627119e+01,mode_2,mode_1,-3.214285715225e-13
5.747457627119e+01,mode_2,mode_2,-1.611160744642e-12
5.949152542373e+01,mode_1,mode_1,-1.546263222937e-12
5.949152542373e+01,mode_1,mode_2,-6.797104675672e-13
5.949152542373e+01,mode_2,mode_1,-9.946264986953e-13
5.949152542373e+01,mode_2,mode_2,-7.863013611580e-13
6.150847457627e+01,mode_1,mode_1,5.386616364848e-13
6.150847457627e+01,mode_1,mode_2,-2.602901322590e-13
6.150847457627e+01,mode_2,mode_1,-3.296381844328e-13
6.150847457627e+01,mode_2,mode_2,1.557616684686e-13
6.352542372881e+01,mode_1,mode_1,7.300385281059e-15
6.352542372881e+01,mode_1,mode_2,-5.672484793532e-16
6.352542372881e+01,mode_2,mode_1,-2.045479855094e-15
6.352542372881e+01,mode_2,mode_2,4.901108309712e-15
6.554237288136e+01,mode_1,mode_1,-5.273561300172e-16
6.554237288136e+01,mode_1,mode_2,2.271330089874e-16
6.554237288136e+01,mode_2,mode_1,3.190293793633e-16
6.554237288136e+01,mode_2,mode_2,-1.812347970236e-16
6.755932203390e+01,mode_1,mode_1,-3.423199543625e-17
6.755932203390e+01,mode_1,mode_2,3.182151263137e-17
6.755932203390e+01,mode_2,mode_1,3.494090933470e-17
6.755932203390e+01,mode_2,mode_2,5.905934072296e-18
6.957627118644e+01,mode_1,mode_1,-1.233393298657e-16
6.957627118644e+01,mode_1,mode_2,4.144452512866e-17
6.957627118644e+01,mode_2,mode_1,7.630845655954e-17
6.957627118644e+01,mode_2,mode_2,-6.848953139756e-17
7.159322033898e+01,mode_1,mode_1,-3.171323897944e-18
7.159322033898e+01,mode_1,mode_2,1.093907512658e-18
7.159322033898e+01,mode_2,mode_1,1.691329338352e-18
7.159322033898e+01,mode_2,mode_2,-1.405888116602e-18
7.361016949153e+01,mode_1,mode_1,-1.765064668008e-19
7.361016949153e+01,mode_1,mode_2,6.190330753316e-20
7.361016949153e+01,mode_2,mode_1,9.434723823152e-20
7.361016949153e+01,mode_2,mode_2,-7.874543171825e-20
7.562711864407e+01,mode_1,mode_1,9.180201778064e-21
7.562711864407e+01,mode_1,mode_2,-2.771869835527e-21
7.562711864407e+01,mode_2,mode_1,-4.289304249634e-21
7.562711864407e+01,mode_2,mode_2,4.290125465599e-21
7.764406779661e+01,mode_1,mode_1,2.261709676704e-22
7.764406779661e+01,mode_1,mode_2,3.896393477323e-23
7.764406779661e+01,mode_2,mode_1,4.858805280593e-24
7.764406779661e+01,mode_2,mode_2,1.904494336003e-22
7.966101694915e+01,mode_1,mode_1,-4.304937091691e-23
7.966101694915e+01,mode_1,mode_2,2.129269254873e-23
7.966101694915e+01,mode_2,mode_1,2.868746129211e-23
7.966101694915e+01,mode_2,mode_2,-1.331408033863e-23
8.167796610169e+01,mode_1,mode_1,3.732228614153e-25
8.167796610169e+01,mode_1,mode_2,8.239500173287e-25
8.167796610169e+01,mode_2,mode_1,7.434436355125e-25
8.167796610169e+01,mode_2,mode_2,9.871715274352e-25
8.369491525424e+01,mode_1,mode_1,-3.896869693738e-25
8.369491525424e+01,mode_1,mode_2,1.724358412735e-25
8.369491525424e+01,mode_2,mode_1,2.474845552985e-25
8.369491525424e+01,mode_2,mode_2,-1.447193029750e-25
8.571186440678e+01,mode_1,mode_1,5.976885104598e-27
8.571186440678e+01,mode_1,mode_2,-5.587344679601e-27
8.571186440678e+01,mode_2,mode_1,-1.253018613110e-26
8.571186440678e+01,mode_2,mode_2,8.093287339590e-27
8.772881355932e+01,mode_1,mode_1,-6.342947164734e-28
8.772881355932e+01,mode_1,mode_2,1.446799018671e-28
8.772881355932e+01,mode_2,mode_1,2.581064719410e-28
8.772881355932e+01,mode_2,mode_2,-3.356777226582e-28
8.974576271186e+01,mode_1,mode_1,4.421617038835e-29
8.974576271186e+01,mode_1,mode_2,-2.027125215325e-29
8.974576271186e+01,mode_2,mode_1,-2.730697777645e-29
8.974576271186e+01,mode_2,mode_2,1.453769833136e-29
9.176271186441e+01,mode_1,mode_1,1.378030373303e-30
9.176271186441e+01,mode_1,mode_2,-8.693661551859e-31
9.176271186441e+01,mode_2,mode_1,-1.126494833095e-30
9.176271186441e+01,mode_2,mode_2,3.045774461930e-31
9.377966101695e+01,mode_1,mode_1,-9.916450452139e-32
9.377966101695e+01,mode_1,mode_2,5.152131395076e-32
9.377966101695e+01,mode_2,mode_1,6.818138487623e-32
9.377966101695e+01,mode_2,mode_2,-2.761534793128e-32
9.579661016949e+01,mode_1,mode_1,4.689177056118e-34
9.579661016949e+01,mode_1,mode_2,-2.106676062766e-34
9.579661016949e+01,mode_2,mode_1,-2.930908689500e-34
9.579661016949e+01,mode_2,mode_2,1.714020469859e-34
9.781355932203e+01,mode_1,mode_1,2.812625948991e-34
9.781355932203e+01,mode_1,mode_2,-1.246397225151e-34
9.781355932203e+01,mode_2,mode_1,-1.774420197235e-34
9.781355932203e+01,mode_2,mode_2,1.001569552770e-34
9.983050847458e+01,mode_1,mode_1,1.280767915930e-36
9.983050847458e+01,mode_1,mode_2,-3.767313592994e-37
9.983050847458e+01,mode_2,mode_1,-5.503302694094e-37
9.983050847458e+01,mode_2,mode_2,5.822089344923e-37
1.018474576271e+02,mode_1,mode_1,1.670532889859e-38
1.018474576271e+02,mode_1,mode_2,-2.944733789491e-38
1.018474576271e+02,mode_2,mode_1,-3.637525972169e-38
1.018474576271e+02,mode_2,mode_2,-9.065713815098e-39
1.038644067797e+02,mode_1,mode_1,5.137577078108e-40
1.038644067797e+02,mode_1,mode_2,4.068467340905e-40
1.038644067797e+02,mode_2,mode_1,3.240705332720e-40
1.038644067797e+02,mode_2,mode_2,7.204286329018e-40
1.058813559322e+02,mode_1,mode_1,4.877641166994e-41
1.058813559322e+02,mode_1,mode_2,-1.944902098778e-41
1.058813559322e+02,mode_2,mode_1,-2.870601496607e-41
1.058813559322e+02,mode_2,mode_2,1.912813307536e-41
1.078983050847e+02,mode_1,mode_1,-2.070709432954e-42
1.078983050847e+02,mode_1,mode_2,7.717812663201e-43
1.078983050847e+02,mode_2,mode_1,1.110151473174e-42
1.078983050847e+02,mode_2,mode_2,-8.783146515359e-43
1.099152542373e+02,mode_1,mode_1,-1.617923197288e-43
1.099152542373e+02,mode_1,mode_2,7.352171046589e-44
1.099152542373e+02,mode_2,mode_1,8.933211333594e-44
1.099152542373e+02,mode_2,mode_2,-3.657367883384e-44
1.119322033898e+02,mode_1,mode_1,1.869987567193e-45
1.119322033898e+02,mode_1,mode_2,-7.280813591026e-46
1.119322033898e+02,mode_2,mode_1,-1.004223594583e-45
1.119322033898e+02,mode_2,mode_2,7.231769724361e-46
1.139491525424e+02,mode_1,mode_1,4.708960118657e-47
1.139491525424e+02,mode_1,mode_2,-2.222184879818e-47
1.139491525424e+02,mode_2,mode_1,-3.152819191215e-47
1.139491525424e+02,mode_2,mode_2,1.605583711251e-47
1.159661016949e+02,mode_1,mode_1,-9.542961652538e-50
1.159661016949e+02,mode_1,mode_2,4.161959893760e-50
1.159661016949e+02,mode_2,mode_1,5.641692490007e-50
1.159661016949e+02,mode_2,mode_2,-3.402290800553e-50
1.179830508475e+02,mode_1,mode_1,-4.307980820644e-51
1.179830508475e+02,mode_1,mode_2,2.642423164494e-51
1.179830508475e+02,mode_2,mode_1,3.356686697811e-51
1.179830508475e+02,mode_2,mode_2,-8.761416547672e-52
1.200000000000e+02,mode_1,mode_1,-3.871043694652e-53
1.200000000000e+02,mode_1,mode_2,2.284125038785e-53
1.200000000000e+02,mode_2,mode_1,2.163077167488e-53
1.200000000000e+02,mode_2,mode_2,8.753694119344e-55
