omega_rad_s,influenced_mode,radiating_mode,value
1.000000000000e+00,mode_1,mode_1,2.321936867809e-01
1.000000000000e+00,mode_1,mode_2,-4.691213460139e-02
1.000000000000e+00,mode_2,mode_1,-4.628768134109e-02
1.000000000000e+00,mode_2,mode_2,6.253785127171e-02
3.016949152542e+00,mode_1,mode_1,2.325533370615e-01
3.016949152542e+00,mode_1,mode_2,-4.655335053136e-02
3.016949152542e+00,mode_2,mode_1,-4.622195702050e-02
3.016949152542e+00,mode_2,mode_2,6.262013366846e-02
5.033898305085e+00,mode_1,mode_1,2.330667808002e-01
5.033898305085e+00,mode_1,mode_2,-4.596229389440e-02
5.033898305085e+00,mode_2,mode_1,-4.593722583941e-02
5.033898305085e+00,mode_2,mode_2,6.291868247622e-02
7.050847457627e+00,mode_1,mode_1,2.329350877684e-01
7.050847457627e+00,mode_1,mode_2,-4.537940494790e-02
7.050847457627e+00,mode_2,mode_1,-4.560013620034e-02
7.050847457627e+00,mode_2,mode_2,6.296022519485e-02
9.067796610169e+00,mode_1,mode_1,2.318629409412e-01
9.067796610169e+00,mode_1,mode_2,-4.536021816012e-02
9.067796610169e+00,mode_2,mode_1,-4.566527008749e-02
9.067796610169e+00,mode_2,mode_2,6.243042438231e-02
1.108474576271e+01,mode_1,mode_1,2.300754402640e-01
1.108474576271e+01,mode_1,mode_2,-4.599571139047e-02
1.108474576271e+01,mode_2,mode_1,-4.638241322552e-02
1.108474576271e+01,mode_2,mode_2,6.109997907380e-02
1.310169491525e+01,mode_1,mode_1,2.274367087818e-01
1.310169491525e+01,mode_1,mode_2,-4.778944684053e-02
1.310169491525e+01,mode_2,mode_1,-4.819199872895e-02
1.310169491525e+01,mode_2,mode_2,5.853926685317e-02
1.511864406780e+01,mode_1,mode_1,2.273790817977e-01
1.511864406780e+01,mode_1,mode_2,-4.849088097873e-02
1.511864406780e+01,mode_2,mode_1,-4.855283048430e-02
1.511864406780e+01,mode_2,mode_2,5.824622720323e-02
1.713559322034e+01,mode_1,mode_1,2.290394222942e-01
1.713559322034e+01,mode_1,mode_2,-4.738829024373e-02
1.713559322034e+01,mode_2,mode_1,-4.749521671675e-02
1.713559322034e+01,mode_2,mode_2,5.977737486717e-02
1.915254237288e+01,mode_1,mode_1,2.293171126491e-01
1.915254237288e+01,mode_1,mode_2,-4.724193546322e-02
1.915254237288e+01,mode_2,mode_1,-4.737444853500e-02
1.915254237288e+01,mode_2,mode_2,6.003623728698e-02
2.116949152542e+01,mode_1,mode_1,2.295506270376e-01
2.116949152542e+01,mode_1,mode_2,-4.717737507102e-02
