omega_rad_s,influenced_mode,radiating_mode,value
1.000000000000e+00,mode_1,mode_1,2.493163292895e-03
1.000000000000e+00,mode_1,mode_2,-1.671375291669e-02
1.000000000000e+00,mode_2,mode_1,-1.018390829012e-03
1.000000000000e+00,mode_2,mode_2,7.737536428204e-03
3.016949152542e+00,mode_1,mode_1,1.116577093965e-02
3.016949152542e+00,mode_1,mode_2,-4.222266512668e-02
3.016949152542e+00,mode_2,mode_1,-1.052999157099e-03
3.016949152542e+00,mode_2,mode_2,2.350769456038e-02
5.033898305085e+00,mode_1,mode_1,2.670676419950e-02
5.033898305085e+00,mode_1,mode_2,-2.506055618980e-02
5.033898305085e+00,mode_2,mode_1,7.556701846506e-03
5.033898305085e+00,mode_2,mode_2,3.241276335632e-02
7.050847457627e+00,mode_1,mode_1,1.850259815048e-02
7.050847457627e+00,mode_1,mode_2,7.844057925337e-03
7.050847457627e+00,mode_2,mode_1,9.022004375659e-03
7.050847457627e+00,mode_2,mode_2,1.508118314938e-02
9.067796610169e+00,mode_1,mode_1,2.358717620092e-03
9.067796610169e+00,mode_1,mode_2,2.368673110124e-03
9.067796610169e+00,mode_2,mode_1,1.680235003534e-03
9.067796610169e+00,mode_2,mode_2,2.160417763235e-03
1.108474576271e+01,mode_1,mode_1,5.919345985449e-05
1.108474576271e+01,mode_1,mode_2,4.943798066663e-05
1.108474576271e+01,mode_2,mode_1,3.171355680587e-05
1.108474576271e+01,mode_2,mode_2,4.156571807888e-05
1.310169491525e+01,mode_1,mode_1,2.220404186849e-07
1.310169491525e+01,mode_1,mode_2,1.675891409596e-08
1.310169491525e+01,mode_2,mode_1,8.651122258026e-09
1.310169491525e+01,mode_2,mode_2,-3.549793690420e-08
1.511864406780e+01,mode_1,mode_1,-1.808870873269e-08
1.511864406780e+01,mode_1,mode_2,-1.693443383553e-08
1.511864406780e+01,mode_2,mode_1,-1.733555215410e-08
1.511864406780e+01,mode_2,mode_2,-1.947276785578e-08
1.713559322034e+01,mode_1,mode_1,-5.345054264961e-11
1.713559322034e+01,mode_1,mode_2,-7.889974300252e-11
1.713559322034e+01,mode_2,mode_1,-3.634461956467e-11
1.713559322034e+01,mode_2,mode_2,-9.124280161742e-11
1.915254237288e+01,mode_1,mode_1,-6.778917533292e-13
1.915254237288e+01,mode_1,mode_2,-7.286926104139e-13
1.915254237288e+01,mode_2,mode_1,-6.858300041270e-13
1.915254237288e+01,mode_2,mode_2,-7.568455609897e-13
2.116949152542e+01,mode_1,mode_1,0.000000000000e+00
2.116949152542e+01,mode_1,mode_2,0.000000000000e+00
2.116949152542e+01,mode_2,mode_1,0.000000000000e+00
2.116949152542e+01,mode_2,mode_2,0.000000000000e+00
2.318644067797e+01,mode_1,mode_1,0.000000000000e+00
2.318644067797e+01,mode_1,mode_2,0.000000000000e+00
2.318644067797e+01,mode_2,mode_1,0.000000000000e+00
2.318644067797e+01,mode_2,mode_2,0.000000000000e+00
2.520338983051e+01,mode_1,mode_1,0.000000000000e+00
2.520338983051e+01,mode_1,mode_2,0.000000000000e+00
2.520338983051e+01,mode_2,mode_1,0.000000000000e+00
2.520338983051e+01,mode_2,mode_2,0.000000000000e+00
2.722033898305e+01,mode_1,mode_1,0.000000000000e+00
2.722033898305e+01,mode_1,mode_2,0.000000000000e+00
2.722033898305e+01,mode_2,mode_1,0.000000000000e+00
2.722033898305e+01,mode_2,mode_2,0.000000000000e+00
2.923728813559e+01,mode_1,mode_1,-6.984180616464e-113
2.923728813559e+01,mode_1,mode_2,-3.120306632940e-112
2.923728813559e+01,mode_2,mode_1,-4.620323776414e-112
2.923728813559e+01,mode_2,mode_2,-2.843106316371e-112
3.125423728814e+01,mode_1,mode_1,-1.419459381907e-129
3.125423728814e+01,mode_1,mode_2,-6.985866350881e-129
3.125423728814e+01,mode_2,mode_1,-1.059898001858e-128
3.125423728814e+01,mode_2,mode_2,-6.354994097267e-129
3.327118644068e+01,mode_1,mode_1,-2.047406848865e-147
3.327118644068e+01,mode_1,mode_2,-1.168162383937e-146
3.327118644068e+01,mode_2,mode_1,-1.800475769245e-146
3.327118644068e+01,mode_2,mode_2,-1.035898242883e-146
3.528813559322e+01,mode_1,mode_1,-1.193464835435e-49
3.528813559322e+01,mode_1,mode_2,-1.819842283135e-49
3.528813559322e+01,mode_2,mode_1,-2.581061157562e-49
3.528813559322e+01,mode_2,mode_2,-1.798135363165e-49
3.730508474576e+01,mode_1,mode_1,-3.987667169372e-52
3.730508474576e+01,mode_1,mode_2,1.934763627133e-52
3.730508474576e+01,mode_2,mode_1,4.931225385371e-52
3.730508474576e+01,mode_2,mode_2,-2.338787466322e-52
3.932203389831e+01,mode_1,mode_1,-1.195501923056e-57
3.932203389831e+01,mode_1,mode_2,1.847561422463e-57
3.932203389831e+01,mode_2,mode_1,2.998033560552e-57
3.932203389831e+01,mode_2,mode_2,-3.382004236541e-58
4.133898305085e+01,mode_1,mode_1,-9.947203875842e-63
4.133898305085e+01,mode_1,mode_2,1.736557986182e-63
4.133898305085e+01,mode_2,mode_1,6.068780147209e-63
4.133898305085e+01,mode_2,mode_2,-8.190796295885e-63
4.335593220339e+01,mode_1,mode_1,-1.017332792653e-68
4.335593220339e+01,mode_1,mode_2,7.458690624597e-70
4.335593220339e+01,mode_2,mode_1,4.649468279214e-69
4.335593220339e+01,mode_2,mode_2,-8.840980205670e-69
4.537288135593e+01,mode_1,mode_1,-7.249386598321e-75
4.537288135593e+01,mode_1,mode_2,1.883400784520e-76
4.537288135593e+01,mode_2,mode_1,2.573257189313e-75
4.537288135593e+01,mode_2,mode_2,-6.275753907980e-75
4.738983050847e+01,mode_1,mode_1,2.665863916344e-81
4.738983050847e+01,mode_1,mode_2,6.998773729009e-82
4.738983050847e+01,mode_2,mode_1,5.300093608135e-83
4.738983050847e+01,mode_2,mode_2,2.723221746663e-81
4.940677966102e+01,mode_1,mode_1,-5.761195976884e-88
4.940677966102e+01,mode_1,mode_2,-7.711378556423e-89
4.940677966102e+01,mode_2,mode_1,9.888254465609e-89
4.940677966102e+01,mode_2,mode_2,-5.534089914154e-88
5.142372881356e+01,mode_1,mode_1,1.015444406544e-95
5.142372881356e+01,mode_1,mode_2,2.342911302144e-96
5.142372881356e+01,mode_2,mode_1,3.959093210311e-98
5.142372881356e+01,mode_2,mode_2,1.003142309153e-95
5.344067796610e+01,mode_1,mode_1,3.432104420186e-103
5.344067796610e+01,mode_1,mode_2,2.898945674353e-103
5.344067796610e+01,mode_2,mode_1,3.608384268777e-103
5.344067796610e+01,mode_2,mode_2,4.630653247619e-103
5.545762711864e+01,mode_1,mode_1,-2.127054479282e-106
5.545762711864e+01,mode_1,mode_2,-5.008443491293e-109
5.545762711864e+01,mode_2,mode_1,3.313340722933e-107
5.545762711864e+01,mode_2,mode_2,-1.526229980557e-106
5.747457627119e+01,mode_1,mode_1,-1.065525033271e-114
5.747457627119e+01,mode_1,mode_2,2.632763288270e-116
5.747457627119e+01,mode_2,mode_1,1.996109613298e-115
5.747457627119e+01,mode_2,mode_2,-7.541459185239e-115
5.949152542373e+01,mode_1,mode_1,-2.675239460633e-123
5.949152542373e+01,mode_1,mode_2,1.342690633273e-124
5.949152542373e+01,mode_2,mode_1,5.809486717871e-124
5.949152542373e+01,mode_2,mode_2,-1.869489430559e-123
6.150847457627e+01,mode_1,mode_1,-3.367473167257e-132
6.150847457627e+01,mode_1,mode_2,2.498528135060e-133
6.150847457627e+01,mode_2,mode_1,8.261338788298e-133
6.150847457627e+01,mode_2,mode_2,-2.325432581452e-132
6.352542372881e+01,mode_1,mode_1,-2.125461633033e-141
6.352542372881e+01,mode_1,mode_2,2.057730169925e-142
6.352542372881e+01,mode_2,mode_1,5.780091785523e-142
6.352542372881e+01,mode_2,mode_2,-1.451544365280e-141
6.554237288136e+01,mode_1,mode_1,-6.728304798358e-151
6.554237288136e+01,mode_1,mode_2,7.946321201680e-152
6.554237288136e+01,mode_2,mode_1,1.998658920912e-151
6.554237288136e+01,mode_2,mode_2,-4.547543186089e-151
6.755932203390e+01,mode_1,mode_1,-1.068506081780e-160
6.755932203390e+01,mode_1,mode_2,1.476909358168e-161
6.755932203390e+01,mode_2,mode_1,3.427807391782e-161
6.755932203390e+01,mode_2,mode_2,-7.151549725706e-161
6.957627118644e+01,mode_1,mode_1,-8.513408180831e-171
6.957627118644e+01,mode_1,mode_2,1.337934268214e-171
6.957627118644e+01,mode_2,mode_1,2.921904047685e-171
6.957627118644e+01,mode_2,mode_2,-5.646220761014e-171
7.159322033898e+01,mode_1,mode_1,-3.402645711634e-181
7.159322033898e+01,mode_1,mode_2,5.954621018387e-182
7.159322033898e+01,mode_2,mode_1,1.239868311038e-181
7.159322033898e+01,mode_2,mode_2,-2.237373104777e-181
7.361016949153e+01,mode_1,mode_1,-6.826052926982e-192
7.361016949153e+01,mode_1,mode_2,1.309710993707e-192
7.361016949153e+01,mode_2,mode_1,2.623953600061e-192
7.361016949153e+01,mode_2,mode_2,-4.452135102595e-192
7.562711864407e+01,mode_1,mode_1,-6.872691441516e-203
7.562711864407e+01,mode_1,mode_2,1.428118912903e-203
7.562711864407e+01,mode_2,mode_1,2.771963589265e-203
7.562711864407e+01,mode_2,mode_2,-4.448430154655e-203
7.764406779661e+01,mode_1,mode_1,-3.473374204283e-214
7.764406779661e+01,mode_1,mode_2,7.740462558781e-215
7.764406779661e+01,mode_2,mode_1,1.463089290061e-214
7.764406779661e+01,mode_2,mode_2,-2.232012364776e-214
7.966101694915e+01,mode_1,mode_1,-8.811196499173e-226
7.966101694915e+01,mode_1,mode_2,2.088796001494e-226
7.966101694915e+01,mode_2,mode_1,3.860964721087e-226
7.966101694915e+01,mode_2,mode_2,-5.623860302549e-226
8.167796610169e+01,mode_1,mode_1,-1.122115645055e-237
8.167796610169e+01,mode_1,mode_2,2.810913130525e-238
8.167796610169e+01,mode_2,mode_1,5.096954514039e-238
8.167796610169e+01,mode_2,mode_2,-7.116276319167e-238
8.369491525424e+01,mode_1,mode_1,-7.175135681844e-250
8.369491525424e+01,mode_1,mode_2,1.888772239545e-250
8.369491525424e+01,mode_2,mode_1,3.368255640119e-250
8.369491525424e+01,mode_2,mode_2,-4.522779697684e-250
8.571186440678e+01,mode_1,mode_1,-2.303776154883e-262
8.571186440678e+01,mode_1,mode_2,6.342517073091e-263
8.571186440678e+01,mode_2,mode_1,1.114675540879e-262
8.571186440678e+01,mode_2,mode_2,-1.443819813267e-262
8.772881355932e+01,mode_1,mode_1,-3.714073126678e-275
8.772881355932e+01,mode_1,mode_2,1.064963882843e-275
8.772881355932e+01,mode_2,mode_1,1.847854400925e-275
8.772881355932e+01,mode_2,mode_2,-2.315062862072e-275
8.974576271186e+01,mode_1,mode_1,-3.007191723149e-288
8.974576271186e+01,mode_1,mode_2,8.949299977971e-289
8.974576271186e+01,mode_2,mode_1,1.535194912758e-288
8.974576271186e+01,mode_2,mode_2,-1.864763766036e-288
9.176271186441e+01,mode_1,mode_1,-1.222749194808e-301
9.176271186441e+01,mode_1,mode_2,3.764724980492e-302
9.176271186441e+01,mode_2,mode_1,6.393089217604e-302
9.176271186441e+01,mode_2,mode_2,-7.545289488411e-302
9.377966101695e+01,mode_1,mode_1,-2.450717202475e-315
9.377966101695e+01,mode_1,mode_2,8.379453698200e-316
9.377966101695e+01,mode_2,mode_1,1.347741621166e-315
9.377966101695e+01,mode_2,mode_2,-1.374087572917e-315
9.579661016949e+01,mode_1,mode_1,0.000000000000e+00
9.579661016949e+01,mode_1,mode_2,0.000000000000e+00
9.579661016949e+01,mode_2,mode_1,0.000000000000e+00
9.579661016949e+01,mode_2,mode_2,0.000000000000e+00
