omega_rad_s,influenced_mode,radiating_mode,value
1.000000000000e+00,mode_1,mode_1,2.309951211684e-03
1.000000000000e+00,mode_1,mode_2,-1.544842866666e-02
1.000000000000e+00,mode_2,mode_1,-9.435983556439e-04
1.000000000000e+00,mode_2,mode_2,7.151648859915e-03
3.016949152542e+00,mode_1,mode_1,1.070530307728e-02
3.016949152542e+00,mode_1,mode_2,-3.976606811205e-02
3.016949152542e+00,mode_2,mode_1,-1.061343592225e-03
3.016949152542e+00,mode_2,mode_2,2.214167364421e-02
5.033898305085e+00,mode_1,mode_1,2.751675070377e-02
5.033898305085e+00,mode_1,mode_2,-2.564234524223e-02
5.033898305085e+00,mode_2,mode_1,7.268400298048e-03
5.033898305085e+00,mode_2,mode_2,3.256505680372e-02
7.050847457627e+00,mode_1,mode_1,1.843013811011e-02
7.050847457627e+00,mode_1,mode_2,9.350884183143e-03
7.050847457627e+00,mode_2,mode_1,1.040345489320e-02
7.050847457627e+00,mode_2,mode_2,1.650756396814e-02
9.067796610169e+00,mode_1,mode_1,3.414362255232e-03
9.067796610169e+00,mode_1,mode_2,2.675435310581e-03
9.067796610169e+00,mode_2,mode_1,1.963904881421e-03
9.067796610169e+00,mode_2,mode_2,2.663756588811e-03
1.108474576271e+01,mode_1,mode_1,1.361201270196e-04
1.108474576271e+01,mode_1,mode_2,1.542505058660e-04
1.108474576271e+01,mode_2,mode_1,1.280073234189e-04
1.108474576271e+01,mode_2,mode_2,1.479175093222e-04
1.310169491525e+01,mode_1,mode_1,-2.870220473991e-07
1.310169491525e+01,mode_1,mode_2,3.300082309349e-07
1.310169491525e+01,mode_2,mode_1,-6.510326472792e-08
1.310169491525e+01,mode_2,mode_2,-1.148323359206e-07
1.511864406780e+01,mode_1,mode_1,-1.421617496963e-08
1.511864406780e+01,mode_1,mode_2,-1.611390632803e-09
1.511864406780e+01,mode_2,mode_1,-1.062499961837e-08
1.511864406780e+01,mode_2,mode_2,-4.645119027386e-09
1.713559322034e+01,mode_1,mode_1,2.108221120611e-10
1.713559322034e+01,mode_1,mode_2,3.101284998217e-10
1.713559322034e+01,mode_2,mode_1,3.397389949677e-10
1.713559322034e+01,mode_2,mode_2,2.604200993906e-10
1.915254237288e+01,mode_1,mode_1,-2.711152817059e-12
1.915254237288e+01,mode_1,mode_2,-3.118370639889e-12
1.915254237288e+01,mode_2,mode_1,-3.183067948086e-12
1.915254237288e+01,mode_2,mode_2,-3.085649277992e-12
2.116949152542e+01,mode_1,mode_1,0.000000000000e+00
2.116949152542e+01,mode_1,mode_2,0.000000000000e+00
2.116949152542e+01,mode_2,mode_1,0.000000000000e+00
2.116949152542e+01,mode_2,mode_2,0.000000000000e+00
2.318644067797e+01,mode_1,mode_1,0.000000000000e+00
2.318644067797e+01,mode_1,mode_2,0.000000000000e+00
