omega_rad_s,influenced_mode,radiating_mode,value
1.000000000000e+00,mode_1,mode_1,1.088088384703e-03
1.000000000000e+00,mode_1,mode_2,-6.990752244093e-03
1.000000000000e+00,mode_2,mode_1,-4.459575189574e-04
1.000000000000e+00,mode_2,mode_2,3.236424615253e-03
3.016949152542e+00,mode_1,mode_1,6.290736077196e-03
3.016949152542e+00,mode_1,mode_2,-2.101343086136e-02
3.016949152542e+00,mode_2,mode_1,-8.063696091934e-04
3.016949152542e+00,mode_2,mode_2,1.174268223639e-02
5.033898305085e+00,mode_1,mode_1,2.533508819273e-02
5.033898305085e+00,mode_1,mode_2,-2.183998539435e-02
5.033898305085e+00,mode_2,mode_1,5.175529560158e-03
5.033898305085e+00,mode_2,mode_2,2.765176996615e-02
7.050847457627e+00,mode_1,mode_1,3.509958935376e-02
7.050847457627e+00,mode_1,mode_2,1.081596531897e-02
7.050847457627e+00,mode_2,mode_1,1.838564224309e-02
7.050847457627e+00,mode_2,mode_2,3.219009065878e-02
9.067796610169e+00,mode_1,mode_1,1.540603351398e-02
9.067796610169e+00,mode_1,mode_2,1.240900362062e-02
9.067796610169e+00,mode_2,mode_1,9.590487034309e-03
9.067796610169e+00,mode_2,mode_2,1.308862519337e-02
1.108474576271e+01,mode_1,mode_1,1.780187394978e-03
1.108474576271e+01,mode_1,mode_2,1.564793509845e-03
1.108474576271e+01,mode_2,mode_1,1.284917942619e-03
1.108474576271e+01,mode_2,mode_2,1.614413700492e-03
1.310169491525e+01,mode_1,mode_1,1.341877395561e-05
1.310169491525e+01,mode_1,mode_2,4.017970215966e-05
1.310169491525e+01,mode_2,mode_1,2.061570087879e-05
1.310169491525e+01,mode_2,mode_2,2.095491943183e-05
1.511864406780e+01,mode_1,mode_1,-5.394303283789e-06
1.511864406780e+01,mode_1,mode_2,-5.342610874388e-06
1.511864406780e+01,mode_2,mode_1,-5.251613250970e-06
1.511864406780e+01,mode_2,mode_2,-6.657518004238e-06
1.713559322034e+01,mode_1,mode_1,-1.679709756136e-07
1.713559322034e+01,mode_1,mode_2,-4.422091798889e-08
1.713559322034e+01,mode_2,mode_1,-1.030205911922e-07
1.713559322034e+01,mode_2,mode_2,-9.857718952350e-08
1.915254237288e+01,mode_1,mode_1,7.278587421437e-09
1.915254237288e+01,mode_1,mode_2,1.245747185665e-08
1.915254237288e+01,mode_2,mode_1,1.055626387787e-08
1.915254237288e+01,mode_2,mode_2,1.275254618035e-08
2.116949152542e+01,mode_1,mode_1,-9.114677315070e-11
2.116949152542e+01,mode_1,mode_2,-1.089534942712e-11
2.116949152542e+01,mode_2,mode_1,-1.815507093126e-11
2.116949152542e+01,mode_2,mode_2,-3.527773744884e-11
2.318644067797e+01,mode_1,mode_1,1.474019932226e-13
2.318644067797e+01,mode_1,mode_2,9.426712455808e-13
2.318644067797e+01,mode_2,mode_1,9.454436513978e-14
2.318644067797e+01,mode_2,mode_2,9.206450073048e-13
