omega_rad_s,influenced_mode,radiating_mode,value
1.000000000000e+00,mode_1,mode_1,1.363744024519e+01
1.000000000000e+00,mode_1,mode_2,-4.436579433334e+00
1.000000000000e+00,mode_2,mode_1,-4.464896470813e+00
1.000000000000e+00,mode_2,mode_2,1.578816969006e+00
3.016949152542e+00,mode_1,mode_1,-2.397222663174e+00
3.016949152542e+00,mode_1,mode_2,7.198210961701e-01
3.016949152542e+00,mode_2,mode_1,7.376173068030e-01
3.016949152542e+00,mode_2,mode_2,-7.134027013058e-02
5.033898305085e+00,mode_1,mode_1,-2.260036635655e+00
5.033898305085e+00,mode_1,mode_2,9.236675561155e-01
5.033898305085e+00,mode_2,mode_1,9.257716116079e-01
5.033898305085e+00,mode_2,mode_2,-1.522416472477e-01
7.050847457627e+00,mode_1,mode_1,-3.341362396373e-01
7.050847457627e+00,mode_1,mode_2,1.100364138529e+00
7.050847457627e+00,mode_2,mode_1,1.094153908869e+00
7.050847457627e+00,mode_2,mode_2,7.086577704449e-01
9.067796610169e+00,mode_1,mode_1,-5.994870679770e-01
9.067796610169e+00,mode_1,mode_2,1.240583480147e-01
9.067796610169e+00,mode_2,mode_1,1.240085567736e-01
9.067796610169e+00,mode_2,mode_2,-1.358245355128e-01
1.108474576271e+01,mode_1,mode_1,-3.517254162068e-01
1.108474576271e+01,mode_1,mode_2,8.198551847052e-02
1.108474576271e+01,mode_2,mode_1,8.245147112585e-02
1.108474576271e+01,mode_2,mode_2,-7.064639646363e-02
1.310169491525e+01,mode_1,mode_1,-1.842063790249e-01
1.310169491525e+01,mode_1,mode_2,4.702479197155e-02
1.310169491525e+01,mode_2,mode_1,4.716637014042e-02
1.310169491525e+01,mode_2,mode_2,-3.170294166401e-02
1.511864406780e+01,mode_1,mode_1,-7.472715943810e-02
1.511864406780e+01,mode_1,mode_2,1.898000344903e-02
1.511864406780e+01,mode_2,mode_1,1.885367299242e-02
1.511864406780e+01,mode_2,mode_2,-9.474045817417e-03
1.713559322034e+01,mode_1,mode_1,-5.187203740865e-02
